ResponseId,Perspective,vasMarker,GC,Duration (in seconds),Age,Sex,Eng,Question,VAS,Risk,AgeZeroCenter
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_17,0,High Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_18,0.98,Low Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_19,0.76,Low Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_20,0.12,High Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_21,0.71,Low Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_22,0.68,High Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_23,0.09,High Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_24,0.83,Minimal Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_25,0.34,High Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_26,0.2,High Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_27,0.42,Low Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_28,0.51,High Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_29,0,High Risk,-0.46813725490196134
R_3fMEqJqrrG0xdyO,Self,No Midpoint,33,862,34,Male,Yes.,Question_30,0,High Risk,-0.46813725490196134
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_1,0.01,Low Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_2,0.02,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_3,0.75,Minimal Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_4,0.02,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_5,0.17,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_6,0.26,Low Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_7,0.03,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_8,0.57,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_9,0.69,Minimal Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_10,0,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_11,0.99,Minimal Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_12,0.07,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_13,0.5,Minimal Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_14,0.5,Minimal Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_15,0.51,Minimal Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_16,0.64,Low Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_17,0.01,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_18,0.51,Low Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_19,0.25,Low Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_20,0.28,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_21,0.5,Low Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_22,0.85,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_23,0.02,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_24,0.99,Minimal Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_25,0.37,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_26,0.29,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_27,0.64,Low Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_28,0.23,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_29,0.03,High Risk,1.5318627450980387
R_3fq3F5ZMjLBPDJS,Other,No Midpoint,83,795,36,Female,Yes.,Question_30,0.01,High Risk,1.5318627450980387
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_1,0,Low Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_2,0.01,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_3,0,Minimal Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_4,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_5,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_6,0,Low Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_7,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_8,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_9,0,Minimal Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_10,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_11,1,Minimal Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_12,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_13,0.52,Minimal Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_14,0,Minimal Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_15,0.43,Minimal Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_16,0,Low Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_17,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_18,0.51,Low Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_19,1,Low Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_20,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_21,0,Low Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_22,1,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_23,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_24,0.47,Minimal Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_25,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_26,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_27,0.47,Low Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_28,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_29,0,High Risk,-5.468137254901961
R_3fwLm3MOruCgyjk,Self,Midpoint,75,592,29,Female,Yes.,Question_30,0,High Risk,-5.468137254901961
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_1,0,Low Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_2,0.03,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_3,0.15,Minimal Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_4,0,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_5,0.16,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_6,0.01,Low Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_7,0,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_8,0.08,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_9,0.05,Minimal Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_10,0,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_11,0.69,Minimal Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_12,0,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_13,0.58,Minimal Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_14,0.3,Minimal Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_15,0.05,Minimal Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_16,0.26,Low Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_17,0,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_18,0.73,Low Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_19,0.08,Low Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_20,0,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_21,0.61,Low Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_22,0.83,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_23,0.02,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_24,0.71,Minimal Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_25,0.01,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_26,0.68,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_27,0.03,Low Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_28,0.26,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_29,0,High Risk,8.531862745098039
R_3FXrB1hnYIcAGjI,Self,Midpoint,86,569,43,Female,Yes.,Question_30,0,High Risk,8.531862745098039
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_1,0.01,Low Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_2,0.08,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_3,0.8,Minimal Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_4,0.14,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_5,0.88,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_6,0.8,Low Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_7,0,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_8,0,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_9,0.17,Minimal Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_10,0.03,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_11,0.88,Minimal Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_12,0.1,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_13,0.8,Minimal Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_14,0.12,Minimal Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_15,0.9,Minimal Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_16,0.77,Low Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_17,0.05,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_18,0.72,Low Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_19,0,Low Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_20,0,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_21,0.08,Low Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_22,0.8,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_23,0,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_24,0.95,Minimal Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_25,0.79,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_26,0.05,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_27,0.13,Low Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_28,0.72,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_29,0.2,High Risk,2.5318627450980387
R_3fy5v2qCqT6uSOy,Self,Midpoint,40,655,37,Male,Yes.,Question_30,0.12,High Risk,2.5318627450980387
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_1,0,Low Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_2,0,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_3,0.17,Minimal Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_4,0.01,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_5,0.1,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_6,0,Low Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_7,0,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_8,0.49,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_9,0.08,Minimal Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_10,0,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_11,0.19,Minimal Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_12,0,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_13,0,Minimal Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_14,0,Minimal Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_15,0,Minimal Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_16,0,Low Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_17,0,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_18,0,Low Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_19,0.05,Low Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_20,0.01,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_21,0,Low Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_22,0.52,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_23,0,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_24,0.27,Minimal Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_25,0.03,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_26,0.03,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_27,0.04,Low Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_28,0,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_29,0.01,High Risk,-1.4681372549019613
R_3g6PDGCuGFrW5x6,Self,Midpoint,100,525,33,Female,"No, it's my second language.",Question_30,0,High Risk,-1.4681372549019613
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_1,0.49,Low Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_2,0,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_3,0.73,Minimal Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_4,0,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_5,0.08,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_6,0,Low Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_7,0,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_8,0.22,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_9,0.72,Minimal Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_10,0,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_11,0.26,Minimal Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_12,0,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_13,0.82,Minimal Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_14,0.5,Minimal Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_15,0.5,Minimal Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_16,0,Low Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_17,0,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_18,0.13,Low Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_19,0.02,Low Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_20,0,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_21,0,Low Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_22,0.28,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_23,0,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_24,0.72,Minimal Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_25,0,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_26,0.25,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_27,0.66,Low Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_28,0.09,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_29,0.16,High Risk,-5.468137254901961
R_3gNNwOymGfqbS2Z,Other,No Midpoint,100,518,29,Female,Yes.,Question_30,0.01,High Risk,-5.468137254901961
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_1,0.13,Low Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_2,0.22,High Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_3,0.38,Minimal Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_4,0.21,High Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_5,0.69,High Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_6,0.2,Low Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_7,0.13,High Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_8,0.67,High Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_9,0.24,Minimal Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_10,0.07,High Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_11,0.8,Minimal Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_12,0.22,High Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_13,0.84,Minimal Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_14,0.27,Minimal Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_15,0.77,Minimal Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_16,0.63,Low Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_17,0.27,High Risk,3.5318627450980387
R_3gRVWt0dTWrT1xA,Other,No Midpoint,62,571,38,Male,Yes.,Question_18,0.6,Low Risk,3.5318627450980387
