"";"ResponseId";"Group";"Question";"VAS";"Risk";"Perspective";"Condition"
"6468";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_18";16;"Minimal Risk";"Personal";"Imperative"
"6469";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_19";21;"Minimal Risk";"Personal";"Imperative"
"6470";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_20";17;"Minimal Risk";"Personal";"Imperative"
"6471";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_21";8;"Low Risk";"Personal";"Imperative"
"6472";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_22";67;"Low Risk";"Personal";"Imperative"
"6473";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_23";14;"Low Risk";"Personal";"Imperative"
"6474";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_24";71;"Low Risk";"Personal";"Imperative"
"6475";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_25";18;"Low Risk";"Personal";"Imperative"
"6476";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_26";22;"Low Risk";"Personal";"Imperative"
"6477";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_27";19;"Low Risk";"Personal";"Imperative"
"6478";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_28";22;"Low Risk";"Personal";"Imperative"
"6479";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_29";19;"Low Risk";"Personal";"Imperative"
"6480";"R_2PiexBOc0JmViiY";"Per. Imperative";"Question_30";19;"Low Risk";"Personal";"Imperative"
"6481";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_1";0;"High Risk";"Personal";"Control"
"6482";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_2";0;"High Risk";"Personal";"Control"
"6483";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_3";26;"High Risk";"Personal";"Control"
"6484";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_4";0;"High Risk";"Personal";"Control"
"6485";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_5";0;"High Risk";"Personal";"Control"
"6486";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_6";5;"High Risk";"Personal";"Control"
"6487";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_7";10;"High Risk";"Personal";"Control"
"6488";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_8";42;"High Risk";"Personal";"Control"
"6489";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_9";0;"High Risk";"Personal";"Control"
"6490";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_10";0;"High Risk";"Personal";"Control"
"6491";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_11";0;"Minimal Risk";"Personal";"Control"
"6492";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_12";0;"Minimal Risk";"Personal";"Control"
"6493";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_13";0;"Minimal Risk";"Personal";"Control"
"6494";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_14";0;"Minimal Risk";"Personal";"Control"
"6495";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_15";0;"Minimal Risk";"Personal";"Control"
"6496";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_16";0;"Minimal Risk";"Personal";"Control"
"6497";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_17";0;"Minimal Risk";"Personal";"Control"
"6498";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_18";0;"Minimal Risk";"Personal";"Control"
"6499";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_19";0;"Minimal Risk";"Personal";"Control"
"6500";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_20";17;"Minimal Risk";"Personal";"Control"
"6501";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_21";54;"Low Risk";"Personal";"Control"
"6502";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_22";2;"Low Risk";"Personal";"Control"
"6503";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_23";0;"Low Risk";"Personal";"Control"
"6504";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_24";3;"Low Risk";"Personal";"Control"
"6505";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_25";0;"Low Risk";"Personal";"Control"
"6506";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_26";4;"Low Risk";"Personal";"Control"
"6507";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_27";0;"Low Risk";"Personal";"Control"
"6508";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_28";0;"Low Risk";"Personal";"Control"
"6509";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_29";0;"Low Risk";"Personal";"Control"
"6510";"R_2Pk8Gn6UmuzvaZI";"Per. Control";"Question_30";0;"Low Risk";"Personal";"Control"
"6511";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_1";48;"High Risk";"Impersonal";"Imperative"
"6512";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_2";24;"High Risk";"Impersonal";"Imperative"
"6513";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_3";54;"High Risk";"Impersonal";"Imperative"
"6514";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_4";52;"High Risk";"Impersonal";"Imperative"
"6515";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_5";29;"High Risk";"Impersonal";"Imperative"
"6516";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_6";38;"High Risk";"Impersonal";"Imperative"
"6517";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_7";74;"High Risk";"Impersonal";"Imperative"
"6518";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_8";19;"High Risk";"Impersonal";"Imperative"
"6519";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_9";52;"High Risk";"Impersonal";"Imperative"
"6520";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_10";77;"High Risk";"Impersonal";"Imperative"
"6521";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_11";88;"Minimal Risk";"Impersonal";"Imperative"
"6522";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_12";32;"Minimal Risk";"Impersonal";"Imperative"
"6523";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_13";68;"Minimal Risk";"Impersonal";"Imperative"
"6524";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_14";52;"Minimal Risk";"Impersonal";"Imperative"
"6525";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_15";77;"Minimal Risk";"Impersonal";"Imperative"
"6526";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_16";71;"Minimal Risk";"Impersonal";"Imperative"
"6527";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_17";53;"Minimal Risk";"Impersonal";"Imperative"
"6528";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_18";55;"Minimal Risk";"Impersonal";"Imperative"
"6529";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_19";57;"Minimal Risk";"Impersonal";"Imperative"
"6530";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_20";32;"Minimal Risk";"Impersonal";"Imperative"
"6531";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_21";52;"Low Risk";"Impersonal";"Imperative"
"6532";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_22";77;"Low Risk";"Impersonal";"Imperative"
"6533";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_23";79;"Low Risk";"Impersonal";"Imperative"
"6534";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_24";54;"Low Risk";"Impersonal";"Imperative"
"6535";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_25";55;"Low Risk";"Impersonal";"Imperative"
"6536";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_26";55;"Low Risk";"Impersonal";"Imperative"
"6537";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_27";70;"Low Risk";"Impersonal";"Imperative"
"6538";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_28";66;"Low Risk";"Impersonal";"Imperative"
"6539";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_29";25;"Low Risk";"Impersonal";"Imperative"
"6540";"R_2pMj99Nbvncwtw0";"Gen. Imperative";"Question_30";72;"Low Risk";"Impersonal";"Imperative"
"6541";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_1";20;"High Risk";"Personal";"Imperative"
"6542";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_2";16;"High Risk";"Personal";"Imperative"
"6543";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_3";53;"High Risk";"Personal";"Imperative"
"6544";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_4";0;"High Risk";"Personal";"Imperative"
"6545";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_5";16;"High Risk";"Personal";"Imperative"
"6546";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_6";1;"High Risk";"Personal";"Imperative"
"6547";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_7";18;"High Risk";"Personal";"Imperative"
"6548";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_8";62;"High Risk";"Personal";"Imperative"
"6549";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_9";30;"High Risk";"Personal";"Imperative"
"6550";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_10";0;"High Risk";"Personal";"Imperative"
"6551";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_11";69;"Minimal Risk";"Personal";"Imperative"
"6552";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_12";18;"Minimal Risk";"Personal";"Imperative"
"6553";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_13";40;"Minimal Risk";"Personal";"Imperative"
"6554";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_14";1;"Minimal Risk";"Personal";"Imperative"
"6555";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_15";0;"Minimal Risk";"Personal";"Imperative"
"6556";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_16";100;"Minimal Risk";"Personal";"Imperative"
"6557";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_17";16;"Minimal Risk";"Personal";"Imperative"
"6558";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_18";61;"Minimal Risk";"Personal";"Imperative"
"6559";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_19";0;"Minimal Risk";"Personal";"Imperative"
"6560";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_20";43;"Minimal Risk";"Personal";"Imperative"
"6561";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_21";59;"Low Risk";"Personal";"Imperative"
"6562";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_22";0;"Low Risk";"Personal";"Imperative"
"6563";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_23";0;"Low Risk";"Personal";"Imperative"
"6564";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_24";100;"Low Risk";"Personal";"Imperative"
"6565";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_25";19;"Low Risk";"Personal";"Imperative"
"6566";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_26";6;"Low Risk";"Personal";"Imperative"
"6567";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_27";53;"Low Risk";"Personal";"Imperative"
"6568";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_28";40;"Low Risk";"Personal";"Imperative"
"6569";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_29";11;"Low Risk";"Personal";"Imperative"
"6570";"R_2pQYornXBEbaoCk";"Per. Imperative";"Question_30";0;"Low Risk";"Personal";"Imperative"
"6571";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_1";49;"High Risk";"Personal";"Control"
"6572";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_2";11;"High Risk";"Personal";"Control"
"6573";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_3";45;"High Risk";"Personal";"Control"
"6574";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_4";21;"High Risk";"Personal";"Control"
"6575";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_5";7;"High Risk";"Personal";"Control"
"6576";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_6";55;"High Risk";"Personal";"Control"
"6577";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_7";19;"High Risk";"Personal";"Control"
"6578";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_8";88;"High Risk";"Personal";"Control"
"6579";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_9";81;"High Risk";"Personal";"Control"
"6580";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_10";3;"High Risk";"Personal";"Control"
"6581";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_11";87;"Minimal Risk";"Personal";"Control"
"6582";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_12";14;"Minimal Risk";"Personal";"Control"
"6583";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_13";49;"Minimal Risk";"Personal";"Control"
"6584";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_14";88;"Minimal Risk";"Personal";"Control"
"6585";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_15";79;"Minimal Risk";"Personal";"Control"
"6586";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_16";81;"Minimal Risk";"Personal";"Control"
"6587";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_17";3;"Minimal Risk";"Personal";"Control"
"6588";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_18";52;"Minimal Risk";"Personal";"Control"
"6589";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_19";81;"Minimal Risk";"Personal";"Control"
"6590";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_20";66;"Minimal Risk";"Personal";"Control"
"6591";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_21";19;"Low Risk";"Personal";"Control"
"6592";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_22";85;"Low Risk";"Personal";"Control"
"6593";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_23";6;"Low Risk";"Personal";"Control"
"6594";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_24";89;"Low Risk";"Personal";"Control"
"6595";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_25";51;"Low Risk";"Personal";"Control"
"6596";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_26";89;"Low Risk";"Personal";"Control"
"6597";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_27";55;"Low Risk";"Personal";"Control"
"6598";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_28";3;"Low Risk";"Personal";"Control"
"6599";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_29";2;"Low Risk";"Personal";"Control"
"6600";"R_2q47pfyTvLs1GCd";"Per. Control";"Question_30";21;"Low Risk";"Personal";"Control"
"6601";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_1";44;"High Risk";"Impersonal";"Imperative"
"6602";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_2";37;"High Risk";"Impersonal";"Imperative"
"6603";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_3";68;"High Risk";"Impersonal";"Imperative"
"6604";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_4";53;"High Risk";"Impersonal";"Imperative"
"6605";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_5";5;"High Risk";"Impersonal";"Imperative"
"6606";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_6";70;"High Risk";"Impersonal";"Imperative"
"6607";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_7";17;"High Risk";"Impersonal";"Imperative"
"6608";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_8";11;"High Risk";"Impersonal";"Imperative"
"6609";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_9";38;"High Risk";"Impersonal";"Imperative"
"6610";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_10";3;"High Risk";"Impersonal";"Imperative"
"6611";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_11";80;"Minimal Risk";"Impersonal";"Imperative"
"6612";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_12";71;"Minimal Risk";"Impersonal";"Imperative"
"6613";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_13";73;"Minimal Risk";"Impersonal";"Imperative"
"6614";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_14";81;"Minimal Risk";"Impersonal";"Imperative"
"6615";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_15";70;"Minimal Risk";"Impersonal";"Imperative"
"6616";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_16";76;"Minimal Risk";"Impersonal";"Imperative"
"6617";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_17";33;"Minimal Risk";"Impersonal";"Imperative"
"6618";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_18";79;"Minimal Risk";"Impersonal";"Imperative"
"6619";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_19";61;"Minimal Risk";"Impersonal";"Imperative"
"6620";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_20";42;"Minimal Risk";"Impersonal";"Imperative"
"6621";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_21";66;"Low Risk";"Impersonal";"Imperative"
"6622";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_22";67;"Low Risk";"Impersonal";"Imperative"
"6623";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_23";11;"Low Risk";"Impersonal";"Imperative"
"6624";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_24";89;"Low Risk";"Impersonal";"Imperative"
"6625";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_25";74;"Low Risk";"Impersonal";"Imperative"
"6626";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_26";59;"Low Risk";"Impersonal";"Imperative"
"6627";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_27";30;"Low Risk";"Impersonal";"Imperative"
"6628";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_28";48;"Low Risk";"Impersonal";"Imperative"
"6629";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_29";19;"Low Risk";"Impersonal";"Imperative"
"6630";"R_2qqmYxUcKnG9f0M";"Gen. Imperative";"Question_30";34;"Low Risk";"Impersonal";"Imperative"
"6631";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_1";0;"High Risk";"Personal";"Reasoning"
"6632";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_2";0;"High Risk";"Personal";"Reasoning"
"6633";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_3";0;"High Risk";"Personal";"Reasoning"
"6634";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_4";0;"High Risk";"Personal";"Reasoning"
"6635";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_5";20;"High Risk";"Personal";"Reasoning"
"6636";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_6";0;"High Risk";"Personal";"Reasoning"
"6637";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_7";0;"High Risk";"Personal";"Reasoning"
"6638";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_8";5;"High Risk";"Personal";"Reasoning"
"6639";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_9";4;"High Risk";"Personal";"Reasoning"
"6640";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_10";0;"High Risk";"Personal";"Reasoning"
"6641";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_11";47;"Minimal Risk";"Personal";"Reasoning"
"6642";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_12";0;"Minimal Risk";"Personal";"Reasoning"
"6643";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_13";48;"Minimal Risk";"Personal";"Reasoning"
"6644";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_14";0;"Minimal Risk";"Personal";"Reasoning"
"6645";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_15";0;"Minimal Risk";"Personal";"Reasoning"
"6646";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_16";48;"Minimal Risk";"Personal";"Reasoning"
"6647";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_17";0;"Minimal Risk";"Personal";"Reasoning"
"6648";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_18";30;"Minimal Risk";"Personal";"Reasoning"
"6649";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_19";4;"Minimal Risk";"Personal";"Reasoning"
"6650";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_20";0;"Minimal Risk";"Personal";"Reasoning"
"6651";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_21";9;"Low Risk";"Personal";"Reasoning"
"6652";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_22";49;"Low Risk";"Personal";"Reasoning"
"6653";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_23";0;"Low Risk";"Personal";"Reasoning"
"6654";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_24";47;"Low Risk";"Personal";"Reasoning"
"6655";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_25";18;"Low Risk";"Personal";"Reasoning"
"6656";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_26";0;"Low Risk";"Personal";"Reasoning"
"6657";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_27";0;"Low Risk";"Personal";"Reasoning"
"6658";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_28";0;"Low Risk";"Personal";"Reasoning"
"6659";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_29";0;"Low Risk";"Personal";"Reasoning"
"6660";"R_2Qre6aj6K4xLUi4";"Per. Reasoning";"Question_30";0;"Low Risk";"Personal";"Reasoning"
"6661";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_1";0;"High Risk";"Personal";"Control"
"6662";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_2";0;"High Risk";"Personal";"Control"
"6663";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_3";10;"High Risk";"Personal";"Control"
"6664";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_4";0;"High Risk";"Personal";"Control"
"6665";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_5";18;"High Risk";"Personal";"Control"
"6666";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_6";0;"High Risk";"Personal";"Control"
"6667";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_7";0;"High Risk";"Personal";"Control"
"6668";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_8";0;"High Risk";"Personal";"Control"
"6669";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_9";0;"High Risk";"Personal";"Control"
"6670";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_10";0;"High Risk";"Personal";"Control"
"6671";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_11";95;"Minimal Risk";"Personal";"Control"
"6672";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_12";0;"Minimal Risk";"Personal";"Control"
"6673";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_13";4;"Minimal Risk";"Personal";"Control"
"6674";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_14";39;"Minimal Risk";"Personal";"Control"
"6675";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_15";11;"Minimal Risk";"Personal";"Control"
"6676";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_16";26;"Minimal Risk";"Personal";"Control"
"6677";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_17";0;"Minimal Risk";"Personal";"Control"
"6678";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_18";3;"Minimal Risk";"Personal";"Control"
"6679";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_19";0;"Minimal Risk";"Personal";"Control"
"6680";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_20";0;"Minimal Risk";"Personal";"Control"
"6681";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_21";0;"Low Risk";"Personal";"Control"
"6682";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_22";67;"Low Risk";"Personal";"Control"
"6683";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_23";0;"Low Risk";"Personal";"Control"
"6684";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_24";97;"Low Risk";"Personal";"Control"
"6685";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_25";0;"Low Risk";"Personal";"Control"
"6686";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_26";0;"Low Risk";"Personal";"Control"
"6687";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_27";11;"Low Risk";"Personal";"Control"
"6688";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_28";0;"Low Risk";"Personal";"Control"
"6689";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_29";0;"Low Risk";"Personal";"Control"
"6690";"R_2QRML6FiMY9eC8Y";"Per. Control";"Question_30";0;"Low Risk";"Personal";"Control"
"6691";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_1";0;"High Risk";"Impersonal";"Imperative"
"6692";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_2";0;"High Risk";"Impersonal";"Imperative"
"6693";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_3";90;"High Risk";"Impersonal";"Imperative"
"6694";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_4";52;"High Risk";"Impersonal";"Imperative"
"6695";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_5";76;"High Risk";"Impersonal";"Imperative"
"6696";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_6";82;"High Risk";"Impersonal";"Imperative"
"6697";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_7";0;"High Risk";"Impersonal";"Imperative"
"6698";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_8";55;"High Risk";"Impersonal";"Imperative"
"6699";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_9";35;"High Risk";"Impersonal";"Imperative"
"6700";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_10";0;"High Risk";"Impersonal";"Imperative"
"6701";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_11";100;"Minimal Risk";"Impersonal";"Imperative"
"6702";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_12";17;"Minimal Risk";"Impersonal";"Imperative"
"6703";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_13";90;"Minimal Risk";"Impersonal";"Imperative"
"6704";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_14";100;"Minimal Risk";"Impersonal";"Imperative"
"6705";"R_2qwtGzgjPYWu9w0";"Gen. Imperative";"Question_15";51;"Minimal Risk";"Impersonal";"Imperative"
