ResponseId,Group,Age_1,Practice_Gen_1,Question_1,Question_2,Question_3,Question_4,Question_5,Question_6,Question_7,Question_8,Question_9,Question_10,Question_11,Question_12,Question_13,Question_14,Question_15,Question_16,Question_17,Question_18,Question_19,Question_20,Question_21,Question_22,Question_23,Question_24,Question_25,Question_26,Question_27,Question_28,Question_29,Question_30,Progress,Duration (in seconds),Finished,UserLanguage,CF2,CF1,Trap1,VisionQ,FluencyQ,Gender,Eng,Res,Chi,1_RT_First Click_5,1_RT_Last Click_5,1_RT_Page Submit_5,1_RT_Click Count_5,2_RT_First Click_5,2_RT_Last Click_5,2_RT_Page Submit_5,2_RT_Click Count_5,3_RT_First Click_5,3_RT_Last Click_5,3_RT_Page Submit_5,3_RT_Click Count_5,4_RT_First Click_5,4_RT_Last Click_5,4_RT_Page Submit_5,4_RT_Click Count_5,5_RT_First Click_5,5_RT_Last Click_5,5_RT_Page Submit_5,5_RT_Click Count_5,6_RT_First Click_5,6_RT_Last Click_5,6_RT_Page Submit_5,6_RT_Click Count_5,7_RT_First Click_5,7_RT_Last Click_5,7_RT_Page Submit_5,7_RT_Click Count_5,8_RT_First Click_5,8_RT_Last Click_5,8_RT_Page Submit_5,8_RT_Click Count_5,9_RT_First Click_5,9_RT_Last Click_5,9_RT_Page Submit_5,9_RT_Click Count_5,10_RT_First Click_5,10_RT_Last Click_5,10_RT_Page Submit_5,10_RT_Click Count_5,11_RT_First Click_5,11_RT_Last Click_5,11_RT_Page Submit_5,11_RT_Click Count_5,12_RT_First Click_5,12_RT_Last Click_5,12_RT_Page Submit_5,12_RT_Click Count_5,13_RT_First Click_5,13_RT_Last Click_5,13_RT_Page Submit_5,13_RT_Click Count_5,14_RT_First Click_5,14_RT_Last Click_5,14_RT_Page Submit_5,14_RT_Click Count_5,15_RT_First Click_5,15_RT_Last Click_5,15_RT_Page Submit_5,15_RT_Click Count_5,16_RT_First Click_5,16_RT_Last Click_5,16_RT_Page Submit_5,16_RT_Click Count_5,17_RT_First Click_5,17_RT_Last Click_5,17_RT_Page Submit_5,17_RT_Click Count_5,18_RT_First Click_5,18_RT_Last Click_5,18_RT_Page Submit_5,18_RT_Click Count_5,19_RT_First Click_5,19_RT_Last Click_5,19_RT_Page Submit_5,19_RT_Click Count_5,20_RT_First Click_5,20_RT_Last Click_5,20_RT_Page Submit_5,20_RT_Click Count_5,21_RT_First Click_5,21_RT_Last Click_5,21_RT_Page Submit_5,21_RT_Click Count_5,22_RT_First Click_5,22_RT_Last Click_5,22_RT_Page Submit_5,22_RT_Click Count_5,23_RT_First Click_5,23_RT_Last Click_5,23_RT_Page Submit_5,23_RT_Click Count_5,24_RT_First Click_5,24_RT_Last Click_5,24_RT_Page Submit_5,24_RT_Click Count_5,25_RT_First Click_5,25_RT_Last Click_5,25_RT_Page Submit_5,25_RT_Click Count_5,26_RT_First Click_5,26_RT_Last Click_5,26_RT_Page Submit_5,26_RT_Click Count_5,27_RT_First Click_5,27_RT_Last Click_5,27_RT_Page Submit_5,27_RT_Click Count_5,28_RT_First Click_5,28_RT_Last Click_5,28_RT_Page Submit_5,28_RT_Click Count_5,29_RT_First Click_5,29_RT_Last Click_5,29_RT_Page Submit_5,29_RT_Click Count_5,30_RT_First Click_5,30_RT_Last Click_5,30_RT_Page Submit_5,30_RT_Click Count_5,ReadingQ
R_2TpFXWs4LH1nL75,Gen. Control,23,100,41,11,43,6,25,19,14,15,52,5,62,24,65,60,43,37,20,58,50,10,33,71,11,77,22,56,35,23,15,36,100,589,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,7.999,7.999,9.561,1,5.471,5.471,7.035,1,6.836,8.821,10.655,4,5.768,5.768,7.265,1,7.857,7.857,10.101,1,7.603,7.603,9.291,1,8.652,8.652,10.45,1,10.652,10.652,12.23,1,8.992,12.732,14.341,2,7.714,8.259,9.628,2,6.833,6.833,9.386,1,11.558,11.558,13.045,1,8.701,10.312,11.377,2,10.247,10.247,13.098,1,5.118,10.646,13.424,3,7.562,7.562,9.65,1,6.018,14.013,15.655,4,19.183,19.183,21.691,1,7.109,7.109,8.542,1,8.988,8.988,10.837,1,12.712,12.712,14.584,1,9.632,9.632,11.861,1,6.475,7.019,8.652,2,5.981,5.981,7.335,1,7.763,7.763,10.521,1,5.735,9.157,10.572,2,7.756,8.268,10.039,2,9.724,9.724,12.527,1,9.233,9.233,11.387,1,9.074,10.532,11.918,2,NA
R_2TXfAmkCF4PlXbQ,Gen. Control,43,75,50,2,57,7,87,77,1,59,4,3,22,4,80,15,83,2,2,23,58,45,58,88,21,65,10,10,14,18,1,5,100,973,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Côte d'Ivoire,11.991,11.991,13.587,1,7.455,7.455,13.185,1,13.608,15.153,16.401,2,11.75,20.735,22.556,2,18.57,21.122,22.391,2,17.4,17.4,18.734,1,24.311,24.803,29.188,2,13.011,13.011,14.689,1,19.653,19.653,21.673,1,16.039,17.896,19.403,3,26.387,26.387,28.575,1,11.323,11.323,14.8,1,15.949,17.918,19.288,2,15.098,15.098,17.023,1,11.322,11.322,12.797,1,15.232,15.232,16.621,1,7.782,8.235,11.547,2,54.207,56.304,58.683,2,11.639,11.639,14.26,1,20.342,20.342,24.066,1,18.25,18.25,19.526,1,14.975,17.704,18.981,4,18.363,18.363,20.384,1,16.087,16.087,17.732,1,14.251,15.117,16.974,2,15.491,18.001,20.697,2,12.265,12.265,13.826,1,21.221,22.173,23.746,2,11.011,14.779,16.553,2,7.454,10.215,13.626,2,NA
R_XGoeg7BZHbdr66d,Gen. Control,51,49,9,23,22,5,65,21,6,11,29,13,77,17,8,82,28,39,13,66,9,28,53,69,28,73,26,25,41,14,23,9,100,525,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,6.186,8.072,9.862,2,3.595,3.595,5.199,1,3.288,3.288,5.593,1,6.991,8.54,10.515,2,21.805,21.805,23.597,1,5.289,8.29,9.977,2,5.698,5.698,7.46,1,7.433,7.433,9.315,1,4.698,4.698,7.245,1,4.915,4.915,7.623,1,5.142,5.142,6.846,1,5.956,5.956,7.649,1,2.984,2.984,4.909,1,11.725,11.725,13.491,1,8.897,8.897,10.33,1,7.684,7.684,9.744,1,5.679,5.679,7.836,1,7.745,7.745,9.137,1,3.987,3.987,5.75,1,5.698,5.698,7.874,1,8.983,8.983,10.647,1,6.718,6.718,8.366,1,4.821,4.821,6.287,1,5.539,5.539,7.369,1,4.995,4.995,6.851,1,4.746,4.746,6.662,1,6.869,6.869,8.46,1,3.938,3.938,5.953,1,7.075,7.075,8.695,1,4.419,4.419,7,1,NA
R_29m17YSSxerlp8B,Gen. Control,67,71,22,0,71,0,0,48,0,22,50,1,100,22,84,47,47,23,0,25,9,0,19,74,0,100,20,22,47,24,0,0,100,1085,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,11.798,22.537,23.769,3,4.403,7.264,8.917,3,13.098,25.825,27.314,2,6.007,7.596,8.865,2,10.406,24.945,26.294,3,8.058,17.956,22.712,3,8.775,10.928,15.39,2,8.44,16.882,18.089,2,9.807,17.679,21.936,2,5.888,7.719,9.453,2,6.471,12.023,13.028,2,7.463,12.691,13.904,3,7.192,9.778,17.057,2,11.064,17.008,17.938,2,12.617,28.128,29.505,3,8.644,12.516,15.084,3,7.483,9.579,11.002,2,22.844,27.922,45.014,3,4.417,16.904,18.035,3,6.934,11.657,12.952,3,9.982,20.149,21.514,2,6.203,21.595,22.789,2,4.415,7.401,9.039,3,5.336,9.064,10.266,2,7.246,22.753,24.18,3,6.832,16.299,17.512,2,12.652,23.604,25.003,2,10.135,12.999,14.495,2,5.093,6.83,8.589,2,5.274,8.157,9.356,3,NA
R_1eLf6eopWd7IcyK,Gen. Control,30,97,12,14,35,3,15,25,8,18,33,0,69,16,26,56,26,29,5,61,16,8,47,20,7,72,9,31,29,20,7,0,100,980,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,17.991,17.991,19.293,1,7.651,7.651,8.987,1,7.617,7.617,9.318,1,33.83,35.603,36.871,4,14.737,14.737,15.938,1,10.274,10.274,11.193,1,7.625,7.625,8.548,1,9.537,9.537,12.354,1,9.903,9.903,11.054,1,7.117,10.456,10.901,3,7.978,7.978,8.756,1,57.692,57.692,59.152,1,61.021,61.021,62.402,1,24.907,29.501,30.732,3,108.592,108.592,109.302,1,10.15,13.981,14.823,2,10.301,10.301,12.047,1,26.807,26.807,27.658,1,8.438,9.497,10.311,3,26.335,26.335,27.176,1,15.427,15.427,16.729,1,8.614,8.614,12.481,1,10.541,10.541,11.305,1,13.437,13.437,100.296,1,7.898,7.898,8.805,1,18.283,18.283,19.593,1,7.479,7.868,9.017,2,8.847,8.847,9.799,1,8.937,8.937,9.928,1,36.696,38.648,39.794,2,NA
R_9AI4W7lm00Y93c5,Gen. Control,49,100,46,21,100,100,87,100,44,45,100,0,100,48,45,100,100,100,0,100,0,3,100,100,0,100,100,91,100,68,0,0,100,1088,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,13.09,13.09,15.663,1,8.088,9.803,11.501,2,7.975,9.442,10.679,2,6.244,6.244,7.803,1,5.49,13.902,15.42,2,65.465,65.465,70.435,1,16.257,16.257,18.33,1,9.172,9.172,10.959,1,7.384,7.384,8.757,1,5.1,5.1,7.286,1,5.961,5.961,7.203,1,20.239,20.239,21.921,1,16.16,16.16,17.949,1,12.294,12.294,13.702,1,5.943,5.943,7.311,1,8.722,8.722,10.537,1,5.919,5.919,7.703,1,22.781,22.781,24.268,1,15.304,15.304,17.191,1,14.152,14.152,16.037,1,10.277,10.277,11.776,1,8.278,8.278,9.993,1,51.285,55.3,57.121,2,175.441,175.441,176.952,1,12.383,12.383,14.088,1,12.139,12.139,13.794,1,7.424,7.424,8.756,1,23.458,23.458,29.823,1,13.573,13.573,15.563,1,7.27,7.27,9.141,1,NA
R_3mavToHXY1urKGo,Gen. Control,42,100,42,33,100,0,38,100,100,51,2,0,100,0,100,100,100,100,0,100,99,0,100,100,36,100,0,100,66,0,0,0,100,1379,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,5.979,5.979,7.492,1,5.595,12.354,13.703,3,6.997,6.997,8.345,1,22.367,22.367,24.119,1,21.488,22.653,23.974,2,5.992,5.992,7.474,1,11.778,11.778,13.005,1,18.903,18.903,20.601,1,58.169,58.169,62.225,1,22.776,22.776,24.36,1,3.785,3.785,5.216,1,12.224,12.224,14.069,1,4.484,4.484,6.047,1,4.301,6.764,7.966,3,5.293,5.293,6.854,1,118.966,118.966,120.201,1,5.362,6.663,8.457,2,14.616,16.018,17.398,2,4.622,4.622,6.249,1,6.73,6.73,8.561,1,13.704,13.704,15.095,1,5.251,6.905,9.053,2,38.232,38.232,40.024,1,4.228,4.228,5.429,1,40.369,40.369,41.901,1,5.701,5.701,6.901,1,30.196,31.351,32.918,2,7.675,7.675,9.128,1,61.73,61.73,63.269,1,429.133,429.133,431.452,1,NA
R_3EA3QBT0X1FOxiu,Gen. Control,36,84,58,5,63,29,2,69,56,32,38,1,99,42,95,96,99,71,1,79,17,14,85,73,1,98,48,63,35,68,8,7,100,922,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,9.545,9.545,11.107,1,18.746,18.746,22.42,1,9.948,9.948,11.571,1,16.892,16.892,19.511,1,26.391,26.391,32.785,1,8.389,8.389,10.791,1,9.874,9.874,12.119,1,13.938,13.938,16.7,1,8.507,10.163,11.678,2,8.714,8.714,10.505,1,7.134,7.906,9.995,2,42.564,42.564,45.266,1,13.488,13.488,14.825,1,8.884,8.884,10.628,1,6.9,6.9,9.221,1,11.198,11.198,13.926,1,6.643,6.643,8.843,1,24.706,26.263,37.797,2,34.474,34.474,36.65,1,11.466,11.466,15.293,1,53.958,59.576,61.13,2,11.982,39.868,41.42,2,8.792,8.792,11.998,1,8.875,10.434,11.89,2,10.679,10.679,13.298,1,19.473,19.473,27.017,1,30.04,30.04,33.856,1,14.886,18.948,20.394,2,10.433,10.433,12.488,1,20.786,20.786,23.069,1,NA
R_3m9u1fBJBkvjrtg,Gen. Control,64,100,0,0,16,0,0,0,0,24,17,0,77,0,47,50,0,0,0,0,0,0,13,100,0,46,0,9,0,0,0,0,100,686,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,10.758,14.707,16.125,3,3.576,3.576,5.413,1,6.091,15.838,17.128,3,6.431,6.431,7.981,1,13.339,13.339,15.128,1,10.266,14.528,16.727,5,8.56,8.56,12.345,1,9.407,15.099,16.411,2,13.9,13.9,16.646,1,6.966,6.966,10.315,1,10.455,14.856,17.309,2,7.756,7.756,9.391,1,13.5,28.265,29.384,2,10.806,15.716,19.238,5,8.132,12.506,22.138,2,3.772,16.688,23.753,4,17.958,17.958,19.831,1,52.909,55.569,60.87,2,6.161,6.161,8.66,1,8.497,8.497,10.229,1,12.697,60.573,61.827,5,6.154,8.9,11.609,2,5.033,5.033,6.45,1,10.74,10.74,14.715,1,6.852,6.852,8.519,1,8.858,20.959,22.226,2,5.234,8.682,9.995,2,13.25,14.601,20.413,2,12.82,12.82,14.101,1,3.87,3.87,6.416,1,NA
R_Tu3JVPCxWvCpbY5,Per. Reasoning,23,100,4,1,5,1,7,11,10,10,1,2,91,20,91,94,60,78,0,83,63,11,66,50,0,93,10,66,0,63,0,2,NA,274,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_3Is588VbLwvHytb,Per. Reasoning,36,99,0,0,0,0,0,0,0,0,45,0,15,0,2,0,0,0,0,0,0,0,0,47,0,10,0,0,32,0,0,0,NA,349,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_3qhUA4d3wgGKryp,Per. Reasoning,32,73,0,0,9,0,20,0,0,0,0,0,85,0,65,75,20,91,0,30,51,0,22,74,0,79,0,16,0,14,0,0,NA,358,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_YSU9qqFbG4F8s93,Per. Reasoning,18,71,6,55,56,11,11,45,58,1,10,100,78,20,64,20,29,12,70,57,19,76,75,77,9,65,11,13,11,81,65,82,NA,238,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_2tf1gdo3I5NBZ6A,Per. Reasoning,55,100,5,2,50,3,4,24,0,61,21,0,97,1,3,91,80,4,0,11,19,3,22,53,4,50,3,8,12,1,0,0,NA,623,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_1gSaR9pM4TIE9ir,Per. Reasoning,32,100,1,1,45,48,14,0,5,5,85,0,92,0,96,98,97,17,5,51,25,0,74,66,0,97,95,11,2,2,2,2,NA,628,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,"No, it's my second language.",United Kingdom of Great Britain and Northern Ireland,Lithuania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_ai3bBnOdHJRM9Zn,Per. Reasoning,59,90,15,5,74,5,10,5,2,9,22,4,95,4,69,92,49,74,4,24,90,8,14,64,5,94,7,87,4,7,2,7,NA,578,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_3MM5kzSJS0K4YWk,Per. Reasoning,38,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,48,0,0,0,0,0,0,0,0,NA,764,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_AMN1Z11swVhoFzz,Per. Reasoning,40,100,43,0,66,29,73,46,0,75,0,17,100,79,100,69,100,70,47,74,0,71,0,82,0,100,0,46,29,100,0,0,NA,808,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Male,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_pShm87oJXsHd9Kx,Per. Reasoning,29,39,3,1,59,1,42,30,1,45,45,1,91,52,61,41,59,43,0,74,50,10,36,74,0,89,12,9,53,22,0,0,NA,2108,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R_2Tt7FFVQckq82QT,Per. Imperative,33,100,3,0,65,0,42,9,0,60,25,0,100,0,4,0,0,0,0,64,0,58,0,65,0,100,0,62,43,5,0,0,NA,397,TRUE,EN,I hereby consent to my participation in this experiment.,"Yes, I hereby agree and consent to the use of my data in future research.",Chicago,Yes,Yes,Female,Yes.,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
